memory_gb,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
2,32,128,1,32.0,128,1,53.88,534.50,623.015041,10.38,1412.16,6.89
2.5,32,128,1,32.0,256,1,68.24,562.64,498.531831,8.31,2054.04,8.62
3,32,128,1,32.0,512,1,79.76,486.29,489.040751,8.15,2202.25,8.78
5,32,128,1,32.0,1024,1,88.31,446.51,492.363124,8.21,4102.24,8.72
8,32,128,1,32.0,1024,1,94.18,464.48,472.849856,7.88,6870.07,9.08
14,32,128,1,32.0,1024,1,97.75,436.48,487.895228,8.13,13094.17,8.80
26,32,128,1,32.0,1024,1,99.45,379.27,550.513407,9.18,25542.15,7.80
