k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
27,8,1,1.0,512,1,99.99,406.36,69.207453,1.15,2817.62,1.94
28,8,1,2.0,1024,1,100.00,422.75,128.987991,2.15,4353.76,2.08
29,8,1,4.0,1024,1,99.99,471.27,220.824863,3.68,7425.54,2.43
30,8,1,8.0,1024,1,99.99,516.28,433.305790,7.22,13569.56,2.48
31,8,1,16.0,1024,1,99.99,500.35,911.843096,15.20,25857.76,2.36
32,8,1,32.0,1024,1,198.90,517.57,1997.953790,33.30,25537.49,2.15
