memory_gb,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
2,32,8,1,32.0,128,1,53.88,226.49,1950.025246,32.50,1409.69,2.20
2.5,32,8,1,32.0,256,1,68.24,287.99,1859.465683,30.99,2049.81,2.31
3,32,8,1,32.0,512,1,79.76,306.96,1920.025932,32.00,2197.67,2.24
5,32,8,1,32.0,1024,1,88.31,291.19,2088.183695,34.80,4097.44,2.06
8,32,8,1,32.0,1024,1,94.18,296.69,2155.460902,35.92,6865.81,1.99
14,32,8,1,32.0,1024,1,97.75,274.44,2231.621664,37.19,13089.45,1.92
26,32,8,1,32.0,1024,1,99.45,260.97,2272.108096,37.87,25537.51,1.89
30,32,8,1,32.0,1024,1,99.45,259.74,2318.920174,38.65,25537.38,1.85
