Selected Approach           : for
Number of Threads           : 1
Number of Threads I/O       : 1
Exponent k                  : 32
Threads (Hash/Sort)         : 1
Threads (I/O)               : 1
Table1 Size (GB)            : 0.0
Table2 Size (GB)            : 0.0
Max Memory Size (GB)        : 2.0
Expected Memory Size (GB)   : 1.6
Number of Hashes (Disk)     : 4294967296
File Size (GB)              : 0.0
Temporary Data Size (GB)    : 0
Size of MemoRecord          : 4
Rounds                      : 1
Number of Buckets           : 1
Number of Records in Bucket : 1
BATCH_SIZE                  : 1024
WRITE_BATCH_SIZE            : 1024
READ_BATCH_SIZE             : 1024
HASHGEN                     : false
MEMORY_WRITE                : true
CIRCULAR_ARRAY              : false
FULL_BUCKETS                : false
Peak Memory Usage: 1.93 MB
Memory Size per Batch: 512MB
Buckets processed from each file per batch: 32768
Bucket size: 2048 bytes
Data read from each file per batch: 64.00MB

Total Batches: 512
Merge Approach [0]: Pipelined
Source: /data-l/iraicu/tmp/
Destination: /data-r/iraicu/vaults/
Threads: 1
Files: 8, K32
Memory Limit: 483544MB


posix_fallocate (274877907232 bytes) took 1.724 seconds


[0.20%] | Read: 2.9268s | Write: 0.4471s | Batch Time: 3.373844s | Total Time: 3.37s | ETA: 1724.03s | Throughput: 151.76 MB/s
[0.39%] | Read: 2.6554s | Write: 0.4444s | Batch Time: 3.099831s | Total Time: 6.47s | ETA: 1650.79s | Throughput: 165.17 MB/s
[0.59%] | Read: 2.5804s | Write: 0.4816s | Batch Time: 3.061961s | Total Time: 9.54s | ETA: 1617.88s | Throughput: 167.21 MB/s
[0.78%] | Read: 2.6372s | Write: 0.4659s | Batch Time: 3.103053s | Total Time: 12.64s | ETA: 1605.12s | Throughput: 165.00 MB/s
[0.98%] | Read: 2.5924s | Write: 0.4392s | Batch Time: 3.031593s | Total Time: 15.67s | ETA: 1588.97s | Throughput: 168.89 MB/s
[1.17%] | Read: 2.6509s | Write: 0.4371s | Batch Time: 3.087946s | Total Time: 18.76s | ETA: 1581.95s | Throughput: 165.81 MB/s
[1.37%] | Read: 2.5964s | Write: 0.4722s | Batch Time: 3.068598s | Total Time: 21.83s | ETA: 1574.65s | Throughput: 166.85 MB/s
[1.56%] | Read: 2.6330s | Write: 0.4630s | Batch Time: 3.095985s | Total Time: 24.92s | ETA: 1570.14s | Throughput: 165.38 MB/s
[1.76%] | Read: 2.6042s | Write: 0.4729s | Batch Time: 3.077088s | Total Time: 28.00s | ETA: 1564.89s | Throughput: 166.39 MB/s
[1.95%] | Read: 2.6276s | Write: 0.4535s | Batch Time: 3.081041s | Total Time: 31.08s | ETA: 1560.27s | Throughput: 166.18 MB/s
[2.15%] | Read: 2.5857s | Write: 0.4447s | Batch Time: 3.030403s | Total Time: 34.11s | ETA: 1553.62s | Throughput: 168.95 MB/s
[2.34%] | Read: 2.6157s | Write: 0.4596s | Batch Time: 3.075298s | Total Time: 37.19s | ETA: 1549.45s | Throughput: 166.49 MB/s
[2.54%] | Read: 2.5868s | Write: 0.4621s | Batch Time: 3.048867s | Total Time: 40.24s | ETA: 1544.43s | Throughput: 167.93 MB/s
[2.73%] | Read: 2.5992s | Write: 0.4660s | Batch Time: 3.065246s | Total Time: 43.30s | ETA: 1540.27s | Throughput: 167.03 MB/s
[2.93%] | Read: 2.5941s | Write: 0.4714s | Batch Time: 3.065502s | Total Time: 46.37s | ETA: 1536.27s | Throughput: 167.02 MB/s
[3.12%] | Read: 2.6129s | Write: 0.4723s | Batch Time: 3.085166s | Total Time: 49.45s | ETA: 1533.00s | Throughput: 165.96 MB/s
[3.32%] | Read: 2.6104s | Write: 0.4390s | Batch Time: 3.049376s | Total Time: 52.50s | ETA: 1528.70s | Throughput: 167.90 MB/s
[3.52%] | Read: 2.6580s | Write: 0.4757s | Batch Time: 3.133664s | Total Time: 55.63s | ETA: 1526.86s | Throughput: 163.39 MB/s
[3.71%] | Read: 2.6259s | Write: 0.4762s | Batch Time: 3.102148s | Total Time: 58.74s | ETA: 1524.07s | Throughput: 165.05 MB/s
[3.91%] | Read: 2.6103s | Write: 0.4762s | Batch Time: 3.086458s | Total Time: 61.82s | ETA: 1520.85s | Throughput: 165.89 MB/s
[4.10%] | Read: 2.6322s | Write: 0.4768s | Batch Time: 3.109081s | Total Time: 64.93s | ETA: 1518.18s | Throughput: 164.68 MB/s
[4.30%] | Read: 2.6069s | Write: 0.4919s | Batch Time: 3.098800s | Total Time: 68.03s | ETA: 1515.24s | Throughput: 165.23 MB/s
[4.49%] | Read: 2.6330s | Write: 0.4646s | Batch Time: 3.097550s | Total Time: 71.13s | ETA: 1512.26s | Throughput: 165.29 MB/s
[4.69%] | Read: 2.6189s | Write: 0.4386s | Batch Time: 3.057442s | Total Time: 74.19s | ETA: 1508.45s | Throughput: 167.46 MB/s
[4.88%] | Read: 2.6321s | Write: 0.4743s | Batch Time: 3.106376s | Total Time: 77.29s | ETA: 1505.66s | Throughput: 164.82 MB/s
[5.08%] | Read: 2.6035s | Write: 0.4742s | Batch Time: 3.077695s | Total Time: 80.37s | ETA: 1502.31s | Throughput: 166.36 MB/s
[5.27%] | Read: 2.6261s | Write: 0.4688s | Batch Time: 3.094869s | Total Time: 83.47s | ETA: 1499.28s | Throughput: 165.44 MB/s
[5.47%] | Read: 2.6241s | Write: 0.4649s | Batch Time: 3.088965s | Total Time: 86.55s | ETA: 1496.15s | Throughput: 165.75 MB/s
[5.66%] | Read: 2.6515s | Write: 0.4613s | Batch Time: 3.112811s | Total Time: 89.67s | ETA: 1493.42s | Throughput: 164.48 MB/s
[5.86%] | Read: 2.6366s | Write: 0.4606s | Batch Time: 3.097162s | Total Time: 92.76s | ETA: 1490.41s | Throughput: 165.31 MB/s
[6.05%] | Read: 2.6326s | Write: 0.4392s | Batch Time: 3.071723s | Total Time: 95.84s | ETA: 1487.00s | Throughput: 166.68 MB/s
[6.25%] | Read: 2.6198s | Write: 0.4404s | Batch Time: 3.060245s | Total Time: 98.90s | ETA: 1483.44s | Throughput: 167.31 MB/s
[6.45%] | Read: 2.6351s | Write: 0.4589s | Batch Time: 3.093971s | Total Time: 101.99s | ETA: 1480.40s | Throughput: 165.48 MB/s
