Selected Approach           : for
Number of Threads           : 128
Number of Threads I/O       : 1
Exponent k                  : 32
Threads (Hash/Sort)         : 128
Threads (I/O)               : 1
Table1 Size (GB)            : 0.0
Table2 Size (GB)            : 0.0
Max Memory Size (GB)        : 2.0
Expected Memory Size (GB)   : 1.6
Number of Hashes (Disk)     : 4294967296
File Size (GB)              : 0.0
Temporary Data Size (GB)    : 0
Size of MemoRecord          : 4
Rounds                      : 1
Number of Buckets           : 1
Number of Records in Bucket : 1
BATCH_SIZE                  : 1024
WRITE_BATCH_SIZE            : 1024
READ_BATCH_SIZE             : 1
HASHGEN                     : false
MEMORY_WRITE                : true
CIRCULAR_ARRAY              : false
FULL_BUCKETS                : false
Peak Memory Usage: 2.05 MB
Memory Size per Batch: 256MB
Buckets processed from each file per batch: 16384
Bucket size: 2048 bytes
Data read from each file per batch: 32.00MB

Total Batches: 1024
Merge Approach [0]: Pipelined
Source: /data-l/iraicu/tmp/
Destination: /data-r/iraicu/vaults/
Threads: 128
Files: 8, K32
Memory Limit: 483544MB


posix_fallocate (274877907232 bytes) took 1.794 seconds


[0.10%] | Read: 1.4053s | Write: 0.2437s | Batch Time: 1.648962s | Total Time: 1.65s | ETA: 1686.89s | Throughput: 155.25 MB/s
[0.20%] | Read: 1.3737s | Write: 0.2428s | Batch Time: 1.616549s | Total Time: 3.27s | ETA: 1668.68s | Throughput: 158.36 MB/s
[0.29%] | Read: 1.2971s | Write: 0.2496s | Batch Time: 1.546661s | Total Time: 4.81s | ETA: 1637.75s | Throughput: 165.52 MB/s
[0.39%] | Read: 1.3487s | Write: 0.2844s | Batch Time: 1.633111s | Total Time: 6.45s | ETA: 1643.56s | Throughput: 156.76 MB/s
[0.49%] | Read: 1.3068s | Write: 0.2914s | Batch Time: 1.598226s | Total Time: 8.04s | ETA: 1639.28s | Throughput: 160.18 MB/s
[0.59%] | Read: 1.3459s | Write: 0.3090s | Batch Time: 1.654816s | Total Time: 9.70s | ETA: 1645.50s | Throughput: 154.70 MB/s
[0.68%] | Read: 1.3038s | Write: 0.2984s | Batch Time: 1.602181s | Total Time: 11.30s | ETA: 1641.82s | Throughput: 159.78 MB/s
[0.78%] | Read: 1.3486s | Write: 0.3021s | Batch Time: 1.650729s | Total Time: 12.95s | ETA: 1644.82s | Throughput: 155.08 MB/s
[0.88%] | Read: 1.3106s | Write: 0.3056s | Batch Time: 1.616180s | Total Time: 14.57s | ETA: 1642.90s | Throughput: 158.40 MB/s
[0.98%] | Read: 1.3495s | Write: 0.2965s | Batch Time: 1.646025s | Total Time: 16.21s | ETA: 1644.06s | Throughput: 155.53 MB/s
[1.07%] | Read: 1.3247s | Write: 0.2862s | Batch Time: 1.610868s | Total Time: 17.82s | ETA: 1641.47s | Throughput: 158.92 MB/s
[1.17%] | Read: 1.3440s | Write: 0.2897s | Batch Time: 1.633624s | Total Time: 19.46s | ETA: 1640.97s | Throughput: 156.71 MB/s
[1.27%] | Read: 1.2909s | Write: 0.2885s | Batch Time: 1.579374s | Total Time: 21.04s | ETA: 1636.07s | Throughput: 162.09 MB/s
[1.37%] | Read: 1.3397s | Write: 0.3046s | Batch Time: 1.644269s | Total Time: 22.68s | ETA: 1636.33s | Throughput: 155.69 MB/s
[1.46%] | Read: 1.3006s | Write: 0.3004s | Batch Time: 1.601016s | Total Time: 24.28s | ETA: 1633.43s | Throughput: 159.90 MB/s
[1.56%] | Read: 1.3394s | Write: 0.2988s | Batch Time: 1.638154s | Total Time: 25.92s | ETA: 1633.02s | Throughput: 156.27 MB/s
[1.66%] | Read: 1.2973s | Write: 0.3032s | Batch Time: 1.600466s | Total Time: 27.52s | ETA: 1630.24s | Throughput: 159.95 MB/s
[1.76%] | Read: 1.3304s | Write: 0.2991s | Batch Time: 1.629470s | Total Time: 29.15s | ETA: 1629.22s | Throughput: 157.11 MB/s
[1.86%] | Read: 1.2923s | Write: 0.3023s | Batch Time: 1.594583s | Total Time: 30.75s | ETA: 1626.28s | Throughput: 160.54 MB/s
[1.95%] | Read: 1.3769s | Write: 0.3178s | Batch Time: 1.694760s | Total Time: 32.44s | ETA: 1628.51s | Throughput: 151.05 MB/s
[2.05%] | Read: 1.2802s | Write: 0.2885s | Batch Time: 1.568741s | Total Time: 34.01s | ETA: 1624.34s | Throughput: 163.19 MB/s
[2.15%] | Read: 1.3524s | Write: 0.2985s | Batch Time: 1.650911s | Total Time: 35.66s | ETA: 1624.15s | Throughput: 155.07 MB/s
[2.25%] | Read: 1.2864s | Write: 0.2867s | Batch Time: 1.573090s | Total Time: 37.23s | ETA: 1620.45s | Throughput: 162.74 MB/s
[2.34%] | Read: 1.3428s | Write: 0.2992s | Batch Time: 1.641981s | Total Time: 38.88s | ETA: 1619.80s | Throughput: 155.91 MB/s
[2.44%] | Read: 1.2966s | Write: 0.3089s | Batch Time: 1.605478s | Total Time: 40.48s | ETA: 1617.61s | Throughput: 159.45 MB/s
[2.54%] | Read: 1.3211s | Write: 0.2933s | Batch Time: 1.614387s | Total Time: 42.10s | ETA: 1615.80s | Throughput: 158.57 MB/s
[2.64%] | Read: 1.2958s | Write: 0.2750s | Batch Time: 1.570805s | Total Time: 43.67s | ETA: 1612.40s | Throughput: 162.97 MB/s
[2.73%] | Read: 1.3683s | Write: 0.3091s | Batch Time: 1.677339s | Total Time: 45.34s | ETA: 1612.93s | Throughput: 152.62 MB/s
[2.83%] | Read: 1.2991s | Write: 0.2955s | Batch Time: 1.594614s | Total Time: 46.94s | ETA: 1610.46s | Throughput: 160.54 MB/s
[2.93%] | Read: 1.3194s | Write: 0.3135s | Batch Time: 1.632931s | Total Time: 48.57s | ETA: 1609.32s | Throughput: 156.77 MB/s
[3.03%] | Read: 1.2913s | Write: 0.3292s | Batch Time: 1.620492s | Total Time: 50.19s | ETA: 1607.74s | Throughput: 157.98 MB/s
[3.12%] | Read: 1.3377s | Write: 0.4421s | Batch Time: 1.779881s | Total Time: 51.97s | ETA: 1611.11s | Throughput: 143.83 MB/s
[3.22%] | Read: 1.2999s | Write: 0.2812s | Batch Time: 1.581076s | Total Time: 53.55s | ETA: 1608.19s | Throughput: 161.92 MB/s
[3.32%] | Read: 1.3399s | Write: 0.2822s | Batch Time: 1.622113s | Total Time: 55.17s | ETA: 1606.55s | Throughput: 157.82 MB/s
[3.42%] | Read: 1.3234s | Write: 0.2812s | Batch Time: 1.604617s | Total Time: 56.78s | ETA: 1604.42s | Throughput: 159.54 MB/s
[3.52%] | Read: 1.3465s | Write: 0.2972s | Batch Time: 1.643723s | Total Time: 58.42s | ETA: 1603.38s | Throughput: 155.74 MB/s
[3.61%] | Read: 1.3853s | Write: 0.2792s | Batch Time: 1.664535s | Total Time: 60.09s | ETA: 1602.87s | Throughput: 153.80 MB/s
[3.71%] | Read: 1.3109s | Write: 0.3915s | Batch Time: 1.702386s | Total Time: 61.79s | ETA: 1603.28s | Throughput: 150.38 MB/s
[3.81%] | Read: 1.3446s | Write: 0.2954s | Batch Time: 1.639995s | Total Time: 63.43s | ETA: 1602.01s | Throughput: 156.10 MB/s
[3.91%] | Read: 1.3005s | Write: 0.2894s | Batch Time: 1.589956s | Total Time: 65.02s | ETA: 1599.49s | Throughput: 161.01 MB/s
[4.00%] | Read: 1.3516s | Write: 0.2775s | Batch Time: 1.629073s | Total Time: 66.65s | ETA: 1597.95s | Throughput: 157.14 MB/s
[4.10%] | Read: 1.3376s | Write: 0.3041s | Batch Time: 1.641695s | Total Time: 68.29s | ETA: 1596.70s | Throughput: 155.94 MB/s
[4.20%] | Read: 1.3633s | Write: 0.3301s | Batch Time: 1.693339s | Total Time: 69.98s | ETA: 1596.61s | Throughput: 151.18 MB/s
[4.30%] | Read: 1.3021s | Write: 0.3135s | Batch Time: 1.615614s | Total Time: 71.60s | ETA: 1594.72s | Throughput: 158.45 MB/s
[4.39%] | Read: 1.3409s | Write: 0.3175s | Batch Time: 1.658471s | Total Time: 73.26s | ETA: 1593.77s | Throughput: 154.36 MB/s
[4.49%] | Read: 1.3116s | Write: 0.2853s | Batch Time: 1.596950s | Total Time: 74.86s | ETA: 1591.49s | Throughput: 160.31 MB/s
[4.59%] | Read: 1.3353s | Write: 0.2865s | Batch Time: 1.621824s | Total Time: 76.48s | ETA: 1589.74s | Throughput: 157.85 MB/s
[4.69%] | Read: 1.3269s | Write: 0.2764s | Batch Time: 1.603232s | Total Time: 78.08s | ETA: 1587.63s | Throughput: 159.68 MB/s
[4.79%] | Read: 1.3517s | Write: 0.3162s | Batch Time: 1.667827s | Total Time: 79.75s | ETA: 1586.82s | Throughput: 153.49 MB/s
[4.88%] | Read: 1.3006s | Write: 0.3105s | Batch Time: 1.611169s | Total Time: 81.36s | ETA: 1584.88s | Throughput: 158.89 MB/s
[4.98%] | Read: 1.3264s | Write: 0.3056s | Batch Time: 1.632018s | Total Time: 82.99s | ETA: 1583.34s | Throughput: 156.86 MB/s
[5.08%] | Read: 1.2979s | Write: 0.3086s | Batch Time: 1.606492s | Total Time: 84.60s | ETA: 1581.33s | Throughput: 159.35 MB/s
[5.18%] | Read: 1.3308s | Write: 0.3023s | Batch Time: 1.633103s | Total Time: 86.23s | ETA: 1579.82s | Throughput: 156.76 MB/s
[5.27%] | Read: 1.3147s | Write: 0.3169s | Batch Time: 1.631622s | Total Time: 87.86s | ETA: 1578.27s | Throughput: 156.90 MB/s
[5.37%] | Read: 1.3681s | Write: 0.3188s | Batch Time: 1.686880s | Total Time: 89.55s | ETA: 1577.70s | Throughput: 151.76 MB/s
[5.47%] | Read: 1.2970s | Write: 0.3081s | Batch Time: 1.605069s | Total Time: 91.15s | ETA: 1575.67s | Throughput: 159.49 MB/s
[5.57%] | Read: 1.3477s | Write: 0.3102s | Batch Time: 1.657891s | Total Time: 92.81s | ETA: 1574.56s | Throughput: 154.41 MB/s
[5.66%] | Read: 1.3006s | Write: 0.3096s | Batch Time: 1.610207s | Total Time: 94.42s | ETA: 1572.63s | Throughput: 158.99 MB/s
[5.76%] | Read: 1.3186s | Write: 0.3135s | Batch Time: 1.632110s | Total Time: 96.05s | ETA: 1571.07s | Throughput: 156.85 MB/s
[5.86%] | Read: 1.3105s | Write: 0.3107s | Batch Time: 1.621188s | Total Time: 97.68s | ETA: 1569.33s | Throughput: 157.91 MB/s
[5.96%] | Read: 1.3142s | Write: 0.2729s | Batch Time: 1.587119s | Total Time: 99.26s | ETA: 1567.06s | Throughput: 161.30 MB/s
[6.05%] | Read: 1.3172s | Write: 0.2911s | Batch Time: 1.608327s | Total Time: 100.87s | ETA: 1565.14s | Throughput: 159.17 MB/s
[6.15%] | Read: 1.3594s | Write: 0.3595s | Batch Time: 1.718967s | Total Time: 102.59s | ETA: 1564.91s | Throughput: 148.93 MB/s
[6.25%] | Read: 1.3105s | Write: 0.3123s | Batch Time: 1.622788s | Total Time: 104.21s | ETA: 1563.20s | Throughput: 157.75 MB/s
[6.35%] | Read: 1.3170s | Write: 0.3190s | Batch Time: 1.636005s | Total Time: 105.85s | ETA: 1561.69s | Throughput: 156.48 MB/s
[6.45%] | Read: 1.3106s | Write: 0.3142s | Batch Time: 1.624809s | Total Time: 107.47s | ETA: 1560.01s | Throughput: 157.56 MB/s
[6.54%] | Read: 1.3339s | Write: 0.3145s | Batch Time: 1.648399s | Total Time: 109.12s | ETA: 1558.67s | Throughput: 155.30 MB/s
