----Run 1 for K=36, memory=8192 MB----
Linux 6.1.43-rockchip-rk3588 (orangepi5plus) 	07/07/2025 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
05:47:26 PM  1001     53367   20.79   78.22    0.00    0.00   99.01     4 515588.12      6.93 3295224 2084636   6.40     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
05:47:27 PM  1001     53367   23.00   76.00    0.00    0.00   99.00     4 664872.00      0.00 5825664 4744172  14.58     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
05:47:28 PM  1001     53367   23.00   78.00    0.00    0.00  101.00     4 668070.00      0.00 8368248 7416380  22.79     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
05:47:29 PM  1001     53367   16.00   83.00    0.00    0.00   99.00     4 669674.00      0.00 10916904 10095188  31.02     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
05:47:30 PM  1001     53367   18.00   82.00    0.00    0.00  100.00     4 670907.00      0.00 13470180 12778748  39.26     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
05:47:31 PM  1001     53367   20.00   80.00    0.00    0.00  100.00     4 670808.00      0.00 16023192 15462044  47.51     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
05:47:32 PM  1001     53367   23.00   77.00    0.00    0.00  100.00     4 671334.00      0.00 18578184 18147452  55.76     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
05:47:33 PM  1001     53367   21.00   79.00    0.00    0.00  100.00     4 671118.00      0.00 21132384 20831804  64.00     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
05:47:34 PM  1001     53367   21.00   79.00    0.00    0.00  100.00     4 671570.00      0.00 23688168 23518004  72.26     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
05:47:35 PM  1001     53367   21.00   79.00    0.00    0.00  100.00     4 671508.00      0.00 26243820 26204204  80.51     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
05:47:36 PM  1001     53367  440.00   22.00    0.00    0.00  462.00     4 199671.00      0.00 27061536 27002804  82.96     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
05:47:37 PM  1001     53367  799.00    1.00    0.00    0.00  800.00     4      0.00      0.00 27061536 27002804  82.96     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
05:47:38 PM  1001     53367  799.00    0.00    0.00    0.00  799.00     4      0.00      0.00 27061536 27002804  82.96     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
05:47:39 PM  1001     53367  799.00    0.00    0.00    0.00  799.00     4      0.00      0.00 27061536 27002804  82.96     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
05:47:40 PM  1001     53367  800.00    0.00    0.00    1.00  800.00     4      0.00      0.00 27061536 27002804  82.96     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
05:47:41 PM  1001     53367  799.00    0.00    0.00    0.00  799.00     4      0.00      0.00 27061536 27002804  82.96     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
05:47:42 PM  1001     53367  800.00    0.00    0.00    0.00  800.00     4      0.00      0.00 27061536 27002804  82.96     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
05:47:43 PM  1001     53367  799.00    0.00    0.00    0.00  799.00     4      0.00      0.00 27061536 27002804  82.96     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
05:47:44 PM  1001     53367  800.00    0.00    0.00    0.00  800.00     4      0.00      0.00 27061536 27002804  82.96     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
05:47:45 PM  1001     53367  800.00    1.00    0.00    0.00  801.00     4      0.00      0.00 27061536 27002804  82.96     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
05:47:46 PM  1001     53367  799.00    0.00    0.00    0.00  799.00     4      0.00      0.00 27061536 27002804  82.96     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
05:47:47 PM  1001     53367  800.00    0.00    0.00    0.00  800.00     4      0.00      0.00 27061536 27002804  82.96     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
05:47:48 PM  1001     53367  799.00    0.00    0.00    0.00  799.00     4      0.00      0.00 27061536 27002804  82.96     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
05:47:49 PM  1001     53367  800.00    0.00    0.00    0.00  800.00     4      0.00      0.00 27061536 27002804  82.96     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
05:47:50 PM  1001     53367  799.00    0.00    0.00    0.00  799.00     4      0.00      0.00 27061536 27002804  82.96     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
05:47:51 PM  1001     53367  801.00    0.00    0.00    0.00  801.00     4      0.00      0.00 27061536 27002804  82.96     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
05:47:52 PM  1001     53367  801.00    0.00    0.00    0.00  801.00     4      0.00      0.00 27061536 27002804  82.96     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
05:47:53 PM  1001     53367  799.00    0.00    0.00    0.00  799.00     4      0.00      0.00 27061536 27002804  82.96     -1.00     -1.00     -1.00       0  vaultx

