----Run 1 for K=28, memory=512 MB----
Linux 6.8.0-1028-raspi (raspberrypi5) 	06/29/25 	_aarch64_	(4 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
10:26:10     1002     14908   24.00   76.00    0.00    0.00  100.00     1 188870.00      0.00 1791932  779008   9.58      0.00      0.00      0.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
10:26:11     1002     14908   25.00   75.00    0.00    0.00  100.00     1 195089.00      0.00 2272148 1559296  19.18      0.00      0.00      0.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
10:26:12     1002     14908   25.00   75.00    0.00    0.00  100.00     1 194699.00      0.00 2751440 2338176  28.77      0.00      0.00      0.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
10:26:13     1002     14908   28.00   72.00    0.00    0.00  100.00     1 194727.00      0.00 3230732 3117056  38.35      0.00      0.00      0.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
10:26:14     1002     14908   72.00   28.00    0.00    0.00  100.00     1  73206.00      0.00 3410912 3409792  41.95      0.00      0.00      0.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
10:26:15     1002     14908  260.00    0.00    0.00   13.00  260.00     2     12.00      0.00 3435680 3409920  41.95      0.00      0.00      0.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
10:26:16     1002     14908  327.00    0.00    0.00   19.00  327.00     3      0.00      0.00 3435680 3409920  41.95      0.00      0.00      0.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
10:26:17     1002     14908  311.88    0.00    0.00   25.74  311.88     1      0.00      0.00 3435680 3409920  41.95      0.00      0.00      0.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
10:26:18     1002     14908  320.00    0.00    0.00    6.00  320.00     0      0.00      0.00 3435680 3409920  41.95      0.00      0.00      0.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
10:26:19     1002     14908  320.00    0.00    0.00   26.00  320.00     3      0.00      0.00 3435680 3409920  41.95      0.00      0.00      0.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
10:26:20     1002     14908  308.00    0.00    0.00   20.00  308.00     0      0.00      0.00 3435680 3409920  41.95      0.00      0.00      0.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
10:26:21     1002     14908  313.00    0.00    0.00   30.00  313.00     1      0.00      0.00 3435680 3409920  41.95      0.00      0.00      0.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
10:26:22     1002     14908  325.00    0.00    0.00   14.00  325.00     3      0.00      0.00 3435680 3409920  41.95      0.00      0.00      0.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
10:26:23     1002     14908  320.00    0.00    0.00   27.00  320.00     3      0.00      0.00 3435680 3409920  41.95      0.00      0.00      0.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
10:26:24     1002     14908  326.00    0.00    0.00   17.00  326.00     1      0.00      0.00 3435680 3409920  41.95      0.00      0.00      0.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
10:26:25     1002     14908  322.00    0.00    0.00   16.00  322.00     2      0.00      0.00 3435680 3409920  41.95      0.00      0.00      0.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
10:26:26     1002     14908  318.00    0.00    0.00   24.00  318.00     2      0.00      0.00 3435680 3409920  41.95      0.00      0.00      0.00       0  vaultx

