memory_gb,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
2,32,32,1,32.0,128,1,6896.45,337.39,869.924798,14.50,16387.39,4.94
4,32,32,1,32.0,512,1,2552.32,463.18,664.718478,11.08,16387.23,6.46
8,32,32,1,32.0,1024,1,753.45,464.24,653.339838,10.89,16387.35,6.57
16,32,32,1,32.0,1024,1,390.98,421.51,694.656833,11.58,16387.21,6.18
24,32,32,1,32.0,1024,1,390.98,447.92,675.588033,11.26,16387.36,6.36
32,32,32,1,32.0,1024,1,198.90,318.70,798.786475,13.31,25539.21,5.38
60,32,32,1,32.0,1024,1,99.94,235.23,471.792435,7.86,50435.21,9.10
