k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
27,16,1,1.0,256,1,198.80,279.25,40.419809,0.67,1730.72,3.32
28,16,1,2.0,512,1,199.40,293.45,72.794533,1.21,2498.85,3.69
29,16,1,4.0,1024,1,199.16,355.45,126.352610,2.11,4034.79,4.25
30,16,1,8.0,1024,1,199.45,371.52,239.619998,3.99,7106.99,4.48
31,16,1,16.0,1024,1,199.42,468.20,441.471321,7.36,13250.98,4.86
32,16,1,32.0,1024,1,198.90,435.40,904.485810,15.07,25539.00,4.75
