k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
27,32,1,1.0,256,1,198.80,560.14,24.698952,0.41,1731.19,5.43
28,32,1,2.0,512,1,199.40,835.04,40.082038,0.67,2499.09,6.70
29,32,1,4.0,1024,1,199.16,857.66,71.643067,1.19,4034.96,7.49
30,32,1,8.0,1024,1,199.45,975.49,135.554233,2.26,7107.08,7.92
31,32,1,16.0,1024,1,199.42,1009.61,262.664983,4.38,13251.09,8.18
32,32,1,32.0,1024,1,198.90,908.50,540.081770,9.00,25539.20,7.95
