time,relative_time,system_cpu_user,system_cpu_system,system_cpu_total,system_mem_rss_total,system_io_read,system_io_write,system_process_count,vaultx_cpu_user,vaultx_cpu_system,vaultx_cpu_total,vaultx_mem_rss,vaultx_mem_percent,vaultx_io_read,vaultx_io_write,pid
2025-07-29 21:24:43,0.384297,7.84,90.2,98.04,1521328.0,172.57,-149.0,160,7.84,88.24,96.08,1006976.0,12.39,321.57,0.0,12515.0
2025-07-29 21:24:44,1.384297,74.0,30.0,104.0,1826992.0,-148.0,-148.0,159,74.0,26.0,100.0,1312640.0,16.15,0.0,0.0,12515.0
2025-07-29 21:24:45,2.384297,327.0,64.0,391.0,2154544.0,-148.0,-148.0,159,326.0,63.0,389.0,1640192.0,20.18,0.0,0.0,12515.0
2025-07-29 21:24:46,3.384297,399.0,1.0,400.0,2154544.0,-148.0,-148.0,159,398.0,0.0,398.0,1640192.0,20.18,0.0,0.0,12515.0
2025-07-29 21:24:47,4.384297,400.0,1.0,401.0,2154544.0,-148.0,-148.0,159,399.0,0.0,399.0,1640192.0,20.18,0.0,0.0,12515.0
2025-07-29 21:24:48,5.384297,397.0,2.0,399.0,2154544.0,-148.0,-148.0,159,397.0,0.0,397.0,1640192.0,20.18,0.0,0.0,12515.0
2025-07-29 21:24:49,6.384297,401.0,3.0,404.0,2154544.0,-148.0,-148.0,159,400.0,1.0,401.0,1640192.0,20.18,0.0,0.0,12515.0
2025-07-29 21:24:50,7.384297,395.05,0.99,396.04,2154544.0,-148.0,-148.0,159,394.06,0.0,394.06,1640192.0,20.18,0.0,0.0,12515.0
2025-07-29 21:24:51,8.384297,400.0,1.0,401.0,2154544.0,-148.0,-148.0,159,400.0,0.0,400.0,1640192.0,20.18,0.0,0.0,12515.0
2025-07-29 21:24:52,9.384297,401.0,1.0,402.0,2154544.0,-148.0,-148.0,159,400.0,0.0,400.0,1640192.0,20.18,0.0,0.0,12515.0
2025-07-29 21:24:53,10.384297,393.07,1.98,395.05,2154544.0,-148.0,-148.0,159,393.07,0.0,393.07,1640192.0,20.18,0.0,0.0,12515.0
2025-07-29 21:24:54,11.384297,189.0,47.0,236.0,2154544.0,-148.0,327532.0,159,188.0,43.0,231.0,1640192.0,20.18,0.0,327680.0,12515.0
2025-07-29 21:24:55,12.384297,103.0,1.0,104.0,2154544.0,-148.0,-148.0,159,101.0,0.0,101.0,1640192.0,20.18,0.0,0.0,12515.0
2025-07-29 21:24:56,13.384297,398.0,3.0,401.0,2154544.0,-148.0,-148.0,159,398.0,0.0,398.0,1640192.0,20.18,0.0,0.0,12515.0
2025-07-29 21:24:57,14.384297,399.0,1.0,400.0,2154544.0,-148.0,-148.0,159,398.0,0.0,398.0,1640192.0,20.18,0.0,0.0,12515.0
2025-07-29 21:24:58,15.384297,399.0,1.0,400.0,2154544.0,-148.0,-148.0,159,399.0,0.0,399.0,1640192.0,20.18,0.0,0.0,12515.0
2025-07-29 21:24:59,16.384297,400.0,4.0,404.0,2154544.0,-148.0,-148.0,159,399.0,0.0,399.0,1640192.0,20.18,0.0,0.0,12515.0
2025-07-29 21:25:00,17.384297,388.12,6.93,395.05,2154544.0,-148.0,-148.0,159,388.12,0.0,388.12,1640192.0,20.18,0.0,0.0,12515.0
2025-07-29 21:25:01,18.384297,401.0,1.0,402.0,2154544.0,-148.0,-148.0,159,399.0,0.0,399.0,1640192.0,20.18,0.0,0.0,12515.0
2025-07-29 21:25:02,19.384297,398.0,1.0,399.0,2154544.0,-148.0,-148.0,159,398.0,0.0,398.0,1640192.0,20.18,0.0,0.0,12515.0
2025-07-29 21:25:03,20.384297,400.0,2.0,402.0,2154544.0,-148.0,-148.0,159,399.0,0.0,399.0,1640192.0,20.18,0.0,0.0,12515.0
2025-07-29 21:25:04,21.384297,394.06,0.99,395.05,2154544.0,-148.0,-148.0,159,394.06,0.0,394.06,1640192.0,20.18,0.0,0.0,12515.0
2025-07-29 21:25:05,22.384297,118.0,57.0,175.0,2154544.0,-148.0,327532.0,159,117.0,44.0,161.0,1640192.0,20.18,0.0,327680.0,12515.0
2025-07-29 21:25:06,23.384297,131.0,50.0,181.0,2154544.0,-148.0,-148.0,159,130.0,0.0,130.0,1640192.0,20.18,0.0,0.0,12515.0
2025-07-29 21:25:07,24.384297,393.0,6.0,399.0,2154544.0,-148.0,-148.0,159,392.0,0.0,392.0,1640192.0,20.18,0.0,0.0,12515.0
2025-07-29 21:25:08,25.384297,400.0,1.0,401.0,2154544.0,-148.0,-148.0,159,399.0,0.0,399.0,1640192.0,20.18,0.0,0.0,12515.0
2025-07-29 21:25:09,26.384297,396.04,1.98,398.02000000000004,2154544.0,-148.0,-148.0,159,396.04,0.0,396.04,1640192.0,20.18,0.0,0.0,12515.0
2025-07-29 21:25:10,27.384297,396.0,6.0,402.0,2154544.0,-148.0,-148.0,159,395.0,0.0,395.0,1640192.0,20.18,0.0,0.0,12515.0
2025-07-29 21:25:11,28.384297,399.0,1.0,400.0,2154544.0,-148.0,-148.0,159,399.0,0.0,399.0,1640192.0,20.18,0.0,0.0,12515.0
2025-07-29 21:25:12,29.384297,395.0,7.0,402.0,2154544.0,-148.0,-148.0,159,394.0,0.0,394.0,1640192.0,20.18,0.0,0.0,12515.0
2025-07-29 21:25:13,30.384297,394.06,3.96,398.02,2154544.0,-148.0,-148.0,159,393.07,0.0,393.07,1640192.0,20.18,0.0,0.0,12515.0
2025-07-29 21:25:14,31.384297,400.0,0.0,400.0,2154544.0,-148.0,-148.0,159,399.0,0.0,399.0,1640192.0,20.18,0.0,0.0,12515.0
2025-07-29 21:25:15,32.384297,398.0,2.0,400.0,2154544.0,-148.0,-148.0,159,398.0,0.0,398.0,1640192.0,20.18,0.0,0.0,12515.0
