memory_gb,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
2,32,8,1,32.0,128,1,6896.46,517.10,1797.924445,29.97,16384.71,2.39
4,32,8,1,32.0,512,1,2552.28,778.52,1808.230700,30.14,16385.37,2.38
8,32,8,1,32.0,1024,1,753.44,958.42,1954.853146,32.58,16384.79,2.20
16,32,8,1,32.0,1024,1,390.98,1097.76,1953.672418,32.56,16385.14,2.20
24,32,8,1,32.0,1024,1,390.98,1112.13,1969.170836,32.82,16385.18,2.18
30,32,8,1,32.0,1024,1,198.90,1158.91,1982.411437,33.04,25536.86,2.17
