varying_threads,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
1,29,1,1,4.0,1024,1,99.99,183.83,1431.383419,23.86,7425.94,0.38
2,29,2,1,4.0,1024,1,99.99,188.51,720.144459,12.00,7425.93,0.75
4,29,4,1,4.0,1024,1,99.99,185.05,354.239493,5.90,7425.89,1.52
8,29,8,1,4.0,1024,1,99.99,184.86,269.624974,4.49,7425.35,1.99
