k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
27,96,1,1.0,512,1,99.99,166.70,31.116963,0.52,2807.03,4.31
28,96,1,2.0,1024,1,100.00,172.19,38.958460,0.65,4343.79,6.89
29,96,1,4.0,1024,1,99.99,159.54,63.362397,1.06,7413.80,8.47
30,96,1,8.0,1024,1,99.99,222.23,106.576616,1.78,13559.37,10.07
31,96,1,16.0,1024,1,99.99,272.73,192.078317,3.20,25848.04,11.18
32,96,1,32.0,1024,1,99.94,263.12,371.536409,6.19,50425.61,11.56
