k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
27,64,1,1.0,256,1,198.80,902.07,16.213391,0.27,2051.48,8.28
28,64,1,2.0,512,1,199.40,963.97,26.427167,0.44,2499.58,10.16
29,64,1,4.0,1024,1,199.16,1372.09,41.240178,0.69,4099.48,13.02
30,64,1,8.0,1024,1,199.45,1281.09,79.751489,1.33,7107.80,13.46
31,64,1,16.0,1024,1,199.42,1592.67,146.836257,2.45,13252.00,14.63
32,64,1,32.0,1024,1,198.90,1720.22,280.543108,4.68,25540.30,15.31
