memory_gb,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
2,32,224,1,32.0,128,1,6896.57,238.44,1001.962037,16.70,1291.50,4.29
3,32,224,1,32.0,512,1,2552.27,428.40,610.974805,10.18,2006.79,7.03
5,32,224,1,32.0,1024,1,1412.98,521.73,534.735758,8.91,3908.98,8.03
8,32,224,1,32.0,1024,1,753.46,507.57,530.519624,8.84,6662.64,8.10
14,32,224,1,32.0,1024,1,390.99,487.40,553.001395,9.22,12903.27,7.77
26,32,224,1,32.0,1024,1,198.90,423.30,616.473170,10.27,25335.81,6.97
50,32,224,1,32.0,1024,1,99.94,242.21,349.676215,5.83,50249.50,12.28
