k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
27,224,1,1.0,128,1,373.17,283.86,30.847099,0.51,1286.25,4.35
28,224,1,2.0,256,1,385.22,246.49,59.429883,0.99,1875.50,4.52
29,224,1,4.0,512,1,386.23,424.35,81.821075,1.36,2160.99,6.56
30,224,1,8.0,1024,1,391.05,441.38,152.179270,2.54,3908.10,7.06
31,224,1,16.0,1024,1,392.40,363.25,351.708811,5.86,6744.59,6.11
