k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
27,4,1,1.0,256,1,198.80,157.47,115.749659,1.93,2049.82,1.16
28,4,1,2.0,512,1,199.40,170.61,214.807902,3.58,2497.94,1.25
