k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
27,4,1,1.0,512,1,99.99,103.32,103.740687,1.73,2818.00,1.29
28,4,1,2.0,1024,1,100.00,108.69,184.237194,3.07,4353.88,1.46
29,4,1,4.0,1024,1,99.99,105.84,346.688382,5.78,7426.00,1.55
30,4,1,8.0,1024,1,199.45,116.07,873.619550,14.56,7105.96,1.23
31,4,1,16.0,1024,1,392.40,113.46,1714.417661,28.57,6945.89,1.25
32,4,1,32.0,1024,1,753.45,113.15,3344.017161,55.73,6865.83,1.28
