memory_gb,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
2,32,16,1,32.0,128,1,6896.49,555.53,745.527011,12.43,16378.11,5.76
4,32,16,1,32.0,512,1,2552.30,967.73,580.384249,9.67,16376.18,7.40
8,32,16,1,32.0,1024,1,753.46,1196.87,546.736719,9.11,16376.72,7.86
16,32,16,1,32.0,1024,1,390.98,1217.52,560.059066,9.33,16374.98,7.67
24,32,16,1,32.0,1024,1,390.98,1183.90,554.584350,9.24,16376.23,7.74
32,32,16,1,32.0,1024,1,198.90,1145.59,576.669370,9.61,25525.23,7.45
71,32,16,1,32.0,1024,1,99.94,815.33,462.461613,7.71,50421.75,9.29
