k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
27,32,1,1.0,256,1,198.80,844.46,20.078436,0.33,1715.65,6.68
28,32,1,2.0,512,1,199.40,934.11,33.002524,0.55,2479.98,8.13
29,32,1,4.0,1024,1,199.16,959.46,57.082906,0.95,4014.78,9.41
30,32,1,8.0,1024,1,199.45,1072.24,105.406160,1.76,7087.99,10.19
31,32,1,16.0,1024,1,199.42,1142.82,200.883561,3.35,13233.59,10.69
32,32,1,32.0,1024,1,198.90,1205.18,392.044410,6.53,25520.50,10.96
