k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
27,32,1,1.0,128,1,373.16,293.75,31.652117,0.53,1397.25,4.24
28,32,1,2.0,256,1,385.21,298.62,54.142350,0.90,1556.13,4.96
29,32,1,4.0,512,1,386.23,308.11,96.095400,1.60,2323.23,5.59
30,32,1,8.0,1024,1,391.05,367.50,166.218561,2.77,4081.05,6.46
31,32,1,16.0,1024,1,392.41,489.86,277.127356,4.62,8179.30,7.75
32,32,1,32.0,1024,1,390.99,568.40,503.304630,8.39,16363.72,8.53
