k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
27,96,1,1.0,256,1,198.80,777.59,16.629271,0.28,2016.34,8.07
28,96,1,2.0,512,1,199.40,802.77,26.194871,0.44,2468.23,10.25
29,96,1,4.0,1024,1,199.16,871.57,44.709779,0.75,4062.04,12.01
30,96,1,8.0,1024,1,199.45,923.77,82.495587,1.37,7074.17,13.02
31,96,1,16.0,1024,1,199.42,986.39,155.887858,2.60,13215.12,13.78
32,96,1,32.0,1024,1,198.90,1192.08,283.461250,4.72,25504.86,15.15
