memory_gb,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
2,32,96,1,32.0,128,1,6896.61,273.97,763.089023,12.72,1367.25,5.63
3,32,96,1,32.0,512,1,2552.35,321.81,590.452770,9.84,2163.48,7.27
5,32,96,1,32.0,1024,1,1412.98,312.95,584.022679,9.73,4067.48,7.35
8,32,96,1,32.0,1024,1,753.45,311.53,579.443180,9.66,6833.73,7.41
14,32,96,1,32.0,1024,1,390.98,319.56,570.153022,9.50,13058.06,7.53
26,32,96,1,32.0,1024,1,198.90,308.68,597.655954,9.96,25506.93,7.19
50,32,96,1,32.0,1024,1,99.94,180.95,288.158829,4.80,50398.50,14.90
