memory_gb,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
2,32,32,1,32.0,128,1,6896.53,482.24,773.750677,12.90,16379.90,5.55
4,32,32,1,32.0,512,1,2552.38,840.70,505.560299,8.43,16379.35,8.50
8,32,32,1,32.0,1024,1,753.46,1072.74,460.764885,7.68,16378.33,9.32
16,32,32,1,32.0,1024,1,390.98,1105.74,467.146277,7.79,16378.00,9.19
24,32,32,1,32.0,1024,1,390.99,1094.93,457.280434,7.62,16379.19,9.39
32,32,32,1,32.0,1024,1,198.90,1007.69,499.705596,8.33,25531.23,8.59
60,32,32,1,32.0,1024,1,99.94,529.73,415.624682,6.93,50427.00,10.33
