varying_threads,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
1,32,1,1,32.0,1024,1,390.98,1091.63,5802.676781,96.71,16385.85,0.74
2,32,2,1,32.0,1024,1,390.98,1084.56,2998.627290,49.98,16385.81,1.43
4,32,4,1,32.0,1024,1,390.98,1126.72,1784.173552,29.74,16385.48,2.41
8,32,8,1,32.0,1024,1,390.99,1109.27,1005.096589,16.75,16383.22,4.27
16,32,16,1,32.0,1024,1,390.98,1126.86,618.161664,10.30,16379.84,6.95
32,32,32,1,32.0,1024,1,390.99,1092.31,468.219209,7.80,16379.52,9.17
48,32,48,1,32.0,1024,1,390.98,1080.47,400.024461,6.67,16379.04,10.74
