k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
27,32,1,1.0,128,1,373.16,255.20,34.383466,0.57,1404.00,3.90
28,32,1,2.0,256,1,385.21,267.99,59.509989,0.99,1563.23,4.51
29,32,1,4.0,512,1,386.25,279.08,107.920436,1.80,2331.11,4.97
30,32,1,8.0,1024,1,391.04,378.62,176.391261,2.94,4090.43,6.09
31,32,1,16.0,1024,1,392.40,451.03,316.726693,5.28,8188.28,6.78
32,32,1,32.0,1024,1,390.98,467.81,616.641440,10.28,16379.73,6.97
