k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
27,16,1,1.0,256,1,198.80,881.85,27.709578,0.46,1726.65,4.84
28,16,1,2.0,512,1,199.40,973.64,47.441473,0.79,2494.24,5.66
29,16,1,4.0,1024,1,199.16,1091.28,84.878684,1.41,4029.63,6.33
30,16,1,8.0,1024,1,199.45,1121.30,165.588873,2.76,7102.24,6.48
31,16,1,16.0,1024,1,199.42,1125.79,321.422018,5.36,13246.48,6.68
32,16,1,32.0,1024,1,198.90,1038.04,649.029838,10.82,25533.38,6.62
