varying_threads,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
1,29,1,1,4.0,1024,1,99.99,203.98,776.892848,12.95,7426.12,0.69
2,29,2,1,4.0,1024,1,99.99,200.72,404.490414,6.74,7426.12,1.33
4,29,4,1,4.0,1024,1,99.99,199.46,239.286988,3.99,7425.38,2.24
8,29,8,1,4.0,1024,1,99.99,190.11,134.567767,2.24,7424.62,3.99
16,29,16,1,4.0,1024,1,99.99,195.50,82.014726,1.37,7422.38,6.55
32,29,32,1,4.0,1024,1,99.99,199.44,60.311405,1.01,7419.75,8.90
48,29,48,1,4.0,1024,1,99.99,206.67,51.288376,0.85,7419.38,10.47
