memory_gb,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
2,32,16,1,32.0,128,1,6896.48,334.41,1015.987588,16.93,16382.71,4.23
4,32,16,1,32.0,512,1,2552.31,314.25,915.329703,15.26,16381.59,4.69
8,32,16,1,32.0,1024,1,753.45,467.43,769.012614,12.82,16380.47,5.59
16,32,16,1,32.0,1024,1,390.99,456.11,796.623375,13.28,16381.04,5.39
24,32,16,1,32.0,1024,1,390.99,207.57,1139.035613,18.98,16381.16,3.77
32,32,16,1,32.0,1024,1,198.90,292.25,978.949987,16.32,25533.86,4.39
60,32,16,1,32.0,1024,1,99.95,204.75,656.009426,10.93,50427.00,6.55
