varying_threads,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
1,29,1,1,4.0,512,1,386.23,443.27,725.899964,12.10,2338.27,0.74
2,29,2,1,4.0,512,1,386.23,421.84,397.119147,6.62,2338.23,1.35
4,29,4,1,4.0,512,1,386.24,414.76,253.260859,4.22,2337.92,2.12
8,29,8,1,4.0,512,1,386.24,339.65,165.266142,2.75,2337.11,3.25
16,29,16,1,4.0,512,1,386.24,347.92,115.175088,1.92,2333.36,4.66
32,29,32,1,4.0,512,1,386.23,293.55,105.425522,1.76,2331.44,5.09
48,29,48,1,4.0,512,1,386.24,289.45,98.448828,1.64,2330.22,5.45
