varying_threads,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
1,29,1,1,4.0,1024,1,99.99,981.95,754.994086,12.58,7426.12,0.71
2,29,2,1,4.0,1024,1,99.99,910.81,402.294311,6.70,7425.75,1.33
4,29,4,1,4.0,1024,1,99.99,781.74,226.521321,3.78,7425.00,2.37
8,29,8,1,4.0,1024,1,99.99,718.50,119.918899,2.00,7423.50,4.48
16,29,16,1,4.0,1024,1,99.99,713.59,67.823112,1.13,7421.62,7.92
32,29,32,1,4.0,1024,1,99.99,1052.77,44.158622,0.74,7419.00,12.16
48,29,48,1,4.0,1024,1,99.99,703.64,37.596142,0.63,7417.88,14.28
