memory_gb,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
2,32,384,1,32.0,128,1,6896.54,329.84,692.283051,11.54,1415.19,6.20
2.5,32,384,1,32.0,256,1,4367.51,315.13,643.166647,10.72,2061.23,6.68
3,32,384,1,32.0,512,1,2552.35,290.35,608.204928,10.14,2171.80,7.06
5,32,384,1,32.0,1024,1,1412.99,288.39,582.547352,9.71,4070.86,7.37
8,32,384,1,32.0,1024,1,753.46,283.31,583.726068,9.73,6877.20,7.36
14,32,384,1,32.0,1024,1,390.98,278.82,593.520370,9.89,13101.41,7.24
26,32,384,1,32.0,1024,1,198.90,270.67,617.159384,10.29,25549.20,6.96
50,32,384,1,32.0,1024,1,99.94,105.21,371.740377,6.20,50445.31,11.55
