memory_gb,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
2,32,384,1,32.0,128,1,53.88,459.73,582.415395,9.71,1415.21,7.37
2.5,32,384,1,32.0,256,1,68.25,702.18,402.540038,6.71,2061.20,10.67
3,32,384,1,32.0,512,1,79.76,699.76,344.124877,5.74,2209.29,12.48
5,32,384,1,32.0,1024,1,88.31,817.06,291.588409,4.86,4109.26,14.73
8,32,384,1,32.0,1024,1,94.18,1067.03,243.530724,4.06,6877.22,17.64
14,32,384,1,32.0,1024,1,97.75,1046.63,249.817546,4.16,13053.22,17.19
26,32,384,1,32.0,1024,1,99.45,1031.11,256.892908,4.28,25549.30,16.72
50,32,384,1,32.0,1024,1,99.94,681.34,105.782911,1.76,50445.25,40.60
