memory_gb,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
2,32,384,1,32.0,128,1,6896.68,501.08,561.176357,9.35,1415.41,7.65
2.5,32,384,1,32.0,256,1,4367.56,704.92,400.436579,6.67,2061.30,10.73
3,32,384,1,32.0,512,1,2552.40,751.10,331.864112,5.53,2209.36,12.94
5,32,384,1,32.0,1024,1,1413.01,881.09,278.626492,4.64,4109.37,15.41
8,32,384,1,32.0,1024,1,753.45,841.95,278.368596,4.64,6824.97,15.43
14,32,384,1,32.0,1024,1,390.99,907.64,270.715328,4.51,13101.29,15.87
26,32,384,1,32.0,1024,1,198.90,805.94,304.560134,5.08,25549.23,14.10
50,32,384,1,32.0,1024,1,99.94,130.44,311.432757,5.19,50445.38,13.79
