memory_gb,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
2,32,384,1,32.0,128,1,6896.72,228.29,894.701109,14.91,1415.21,4.80
3,32,384,1,32.0,512,1,2552.38,195.92,827.565178,13.79,2209.36,5.19
5,32,384,1,32.0,1024,1,1412.96,181.21,851.354944,14.19,4058.39,5.04
8,32,384,1,32.0,1024,1,753.45,176.67,861.199938,14.35,6877.36,4.99
14,32,384,1,32.0,1024,1,390.99,212.38,748.132571,12.47,13101.20,5.74
26,32,384,1,32.0,1024,1,198.90,210.57,766.356038,12.77,25549.22,5.60
50,32,384,1,32.0,1024,1,99.94,118.10,335.738394,5.60,50445.19,12.79
