k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
27,384,1,1.0,128,1,373.16,151.79,44.645859,0.74,1378.94,3.01
28,384,1,2.0,256,1,385.22,154.71,76.637631,1.28,2056.52,3.50
29,384,1,4.0,512,1,386.24,159.87,128.684013,2.14,2344.76,4.17
30,384,1,8.0,1024,1,391.05,167.80,244.210128,4.07,4106.32,4.40
31,384,1,16.0,1024,1,392.41,180.64,436.110025,7.27,6955.91,4.92
32,384,1,32.0,1024,1,390.98,194.23,811.421870,13.52,13101.41,5.29
