----Run 1 for K=31, memory=8192 MB----
Linux 6.1.43-rockchip-rk3588 (orangepi5plus) 	07/01/2025 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:15:22 AM  1001     22369   23.00   76.00    0.00    0.00   99.00     7 612586.00      7.00 3644756 2452136   7.53     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:15:23 AM  1001     22369   22.00   78.00    0.00    0.00  100.00     7 671759.00      0.00 6201332 5139128  15.79     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:15:24 AM  1001     22369   19.00   81.00    0.00    0.00  100.00     7 665262.00      0.00 8733224 7800248  23.97     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:15:25 AM  1001     22369   24.00   76.00    0.00    0.00  100.00     7 666074.00      0.00 11268284 10464536  32.15     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:15:26 AM  1001     22369   10.89   88.12    0.00    0.00   99.01     7 658929.70      0.00 13801100 13126448  40.33     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:15:27 AM  1001     22369   17.00   82.00    0.00    0.00   99.00     7 665926.00      0.00 16335500 15790208  48.51     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:15:28 AM  1001     22369   20.00   81.00    0.00    0.00  101.00     7 666323.00      0.00 18871352 18455552  56.70     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:15:29 AM  1001     22369   22.00   78.00    0.00    0.00  100.00     7 666712.00      0.00 21408788 21122480  64.90     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:15:30 AM  1001     22369   21.00   79.00    0.00    0.00  100.00     7 666082.00      0.00 23943716 23786768  73.08     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:15:31 AM  1001     22369   17.00   83.00    0.00    0.00  100.00     7 666775.00      0.00 26481416 26453960  81.28     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:15:32 AM  1001     22369  513.00   19.00    0.00    0.00  532.00     7 137258.00      0.00 27061532 27002816  82.96     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:15:33 AM  1001     22369  799.00    0.00    0.00    0.00  799.00     7      0.00      0.00 27061532 27002816  82.96     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:15:34 AM  1001     22369  800.00    0.00    0.00    0.00  800.00     7      0.00      0.00 27061532 27002816  82.96     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:15:35 AM  1001     22369  799.00    0.00    0.00    0.00  799.00     7      0.00      0.00 27061532 27002816  82.96     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:15:36 AM  1001     22369  800.00    0.00    0.00    0.00  800.00     7      0.00      0.00 27061532 27002816  82.96     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:15:37 AM  1001     22369  800.00    0.00    0.00    0.00  800.00     7      0.00      0.00 27061532 27002816  82.96     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:15:38 AM  1001     22369  799.00    0.00    0.00    0.00  799.00     7      0.00      0.00 27061532 27002816  82.96     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:15:39 AM  1001     22369  800.00    0.00    0.00    0.00  800.00     7      0.00      0.00 27061532 27002816  82.96     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:15:40 AM  1001     22369  800.00    0.00    0.00    1.00  800.00     7      0.00      0.00 27061532 27002816  82.96     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:15:41 AM  1001     22369  799.00    0.00    0.00    0.00  799.00     7      0.00      0.00 27061532 27002816  82.96     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:15:42 AM  1001     22369  800.00    0.00    0.00    0.00  800.00     7      0.00      0.00 27061532 27002816  82.96     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:15:43 AM  1001     22369  799.00    0.00    0.00    0.00  799.00     7      0.00      0.00 27061532 27002816  82.96     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:15:44 AM  1001     22369  800.00    0.00    0.00    0.00  800.00     7      0.00      0.00 27061532 27002816  82.96     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:15:45 AM  1001     22369  800.00    0.00    0.00    0.00  800.00     7      0.00      0.00 27061532 27002816  82.96     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:15:46 AM  1001     22369  799.00    0.00    0.00    0.00  799.00     7      0.00      0.00 27061532 27002816  82.96     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:15:47 AM  1001     22369  800.00    0.00    0.00    0.00  800.00     7      0.00      0.00 27061532 27002816  82.96     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:15:48 AM  1001     22369  800.00    0.00    0.00    0.00  800.00     7      0.00      0.00 27061532 27002816  82.96     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:15:49 AM  1001     22369  800.00    0.00    0.00    0.00  800.00     7      0.00      0.00 27061532 27002816  82.96     -1.00     -1.00     -1.00       0  vaultx

