----Run 1 for K=36, memory=4096 MB----
Linux 6.1.43-rockchip-rk3588 (orangepi5plus) 	07/07/2025 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
05:42:42 PM  1001     53301   30.00   68.00    0.00    0.00   98.00     4 502852.00      0.00 3142104 2013344   6.19     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
05:42:43 PM  1001     53301   26.00   74.00    0.00    0.00  100.00     4 632330.00      0.00 5441544 4542728  13.96     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
05:42:44 PM  1001     53301   24.00   76.00    0.00    0.00  100.00     4 617837.00      0.00 7688184 7014032  21.55     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
05:42:45 PM  1001     53301   24.00   75.00    0.00    0.00   99.00     4 618307.00      0.00 9936540 9487184  29.15     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
05:42:46 PM  1001     53301   27.00   73.00    0.00    0.00  100.00     4 618295.00      0.00 12184896 11960336  36.75     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
05:42:47 PM  1001     53301   32.00   69.00    0.00    0.00  101.00     4 614859.00      0.00 14420712 14419760  44.30     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
05:42:48 PM  1001     53301  682.00    0.00    0.00    0.00  682.00     4     24.00      0.00 14478636 14419760  44.30     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
05:42:49 PM  1001     53301  799.00    0.00    0.00    0.00  799.00     4      0.00      0.00 14478636 14419760  44.30     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
05:42:50 PM  1001     53301  800.00    0.00    0.00    0.00  800.00     4      0.00      0.00 14478636 14419760  44.30     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
05:42:51 PM  1001     53301  800.00    0.00    0.00    0.00  800.00     4      0.00      0.00 14478636 14419760  44.30     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
05:42:52 PM  1001     53301  799.00    0.00    0.00    0.00  799.00     4      0.00      0.00 14478636 14419760  44.30     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
05:42:53 PM  1001     53301  800.00    0.00    0.00    0.00  800.00     4      0.00      0.00 14478636 14419760  44.30     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
05:42:54 PM  1001     53301  800.00    0.00    0.00    0.00  800.00     4      0.00      0.00 14478636 14419760  44.30     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
05:42:55 PM  1001     53301  799.00    0.00    0.00    0.00  799.00     4      0.00      0.00 14478636 14419760  44.30     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
05:42:56 PM  1001     53301  800.00    0.00    0.00    0.00  800.00     4      0.00      0.00 14478636 14419760  44.30     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
05:42:57 PM  1001     53301  800.00    0.00    0.00    0.00  800.00     4      0.00      0.00 14478636 14419760  44.30     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
05:42:58 PM  1001     53301  799.00    0.00    0.00    0.00  799.00     4      0.00      0.00 14478636 14419760  44.30     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
05:42:59 PM  1001     53301  800.00    0.00    0.00    0.00  800.00     4      0.00      0.00 14478636 14419760  44.30     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
05:43:00 PM  1001     53301  799.00    0.00    0.00    0.00  799.00     4      0.00      0.00 14478636 14419760  44.30     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
05:43:01 PM  1001     53301  800.00    0.00    0.00    0.00  800.00     4      0.00      0.00 14478636 14419760  44.30     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
05:43:02 PM  1001     53301  799.00    0.00    0.00    0.00  799.00     4      0.00      0.00 14478636 14419760  44.30     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
05:43:03 PM  1001     53301  800.00    0.00    0.00    1.00  800.00     4      0.00      0.00 14478636 14419760  44.30     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
05:43:04 PM  1001     53301  800.00    0.00    0.00    0.00  800.00     4      0.00      0.00 14478636 14419760  44.30     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
05:43:05 PM  1001     53301  799.00    0.00    0.00    0.00  799.00     4      0.00      0.00 14478636 14419760  44.30     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
05:43:06 PM  1001     53301  800.00    0.00    0.00    0.00  800.00     4      0.00      0.00 14478636 14419760  44.30     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
05:43:07 PM  1001     53301  800.00    0.00    0.00    0.00  800.00     4      0.00      0.00 14478636 14419760  44.30     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
05:43:08 PM  1001     53301  799.00    0.00    0.00    0.00  799.00     4      0.00      0.00 14478636 14419760  44.30     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
05:43:09 PM  1001     53301  799.00    0.00    0.00    0.00  799.00     4      0.00      0.00 14478636 14419760  44.30     -1.00     -1.00     -1.00       0  vaultx

