----Run 1 for K=31, memory=4096 MB----
Linux 6.1.43-rockchip-rk3588 (orangepi5plus) 	07/01/2025 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:03:53 AM  1001     22079   18.00   81.00    0.00    0.00   99.00     4 403717.00      7.00 2781476 1616592   4.97     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:03:54 AM  1001     22079   19.00   81.00    0.00    0.00  100.00     4 599588.00      0.00 4961852 4015032  12.34     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:03:55 AM  1001     22079   24.00   75.00    0.00    0.00   99.00     4 607070.00      0.00 7169288 6443304  19.80     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:03:56 AM  1001     22079   28.00   73.00    0.00    0.00  101.00     4 604224.00      0.00 9366560 8860224  27.22     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:03:57 AM  1001     22079   22.00   78.00    0.00    0.00  100.00     4 605352.00      0.00 11567792 11281632  34.66     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:03:58 AM  1001     22079   26.00   74.00    0.00    0.00  100.00     4 606031.00      0.00 13771532 13705680  42.11     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:03:59 AM  1001     22079  440.00   21.00    0.00    0.00  461.00     4 178566.00      0.00 14478632 14419800  44.30     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:04:00 AM  1001     22079  799.00    0.00    0.00    0.00  799.00     4      0.00      0.00 14478632 14419800  44.30     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:04:01 AM  1001     22079  799.00    0.00    0.00    0.00  799.00     4      0.00      0.00 14478632 14419800  44.30     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:04:02 AM  1001     22079  800.00    0.00    0.00    0.00  800.00     4      0.00      0.00 14478632 14419800  44.30     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:04:03 AM  1001     22079  800.00    0.00    0.00    0.00  800.00     4      0.00      0.00 14478632 14419800  44.30     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:04:04 AM  1001     22079  800.00    0.00    0.00    0.00  800.00     4      0.00      0.00 14478632 14419800  44.30     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:04:05 AM  1001     22079  799.00    0.00    0.00    0.00  799.00     4      0.00      0.00 14478632 14419800  44.30     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:04:06 AM  1001     22079  800.00    0.00    0.00    1.00  800.00     4      0.00      0.00 14478632 14419800  44.30     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:04:07 AM  1001     22079  800.00    0.00    0.00    0.00  800.00     4      0.00      0.00 14478632 14419800  44.30     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:04:08 AM  1001     22079  799.00    0.00    0.00    0.00  799.00     4      0.00      0.00 14478632 14419800  44.30     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:04:09 AM  1001     22079  800.00    0.00    0.00    0.00  800.00     4      0.00      0.00 14478632 14419800  44.30     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:04:10 AM  1001     22079  800.00    0.00    0.00    0.00  800.00     4      0.00      0.00 14478632 14419800  44.30     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:04:11 AM  1001     22079  799.00    0.00    0.00    0.00  799.00     4      0.00      0.00 14478632 14419800  44.30     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:04:12 AM  1001     22079  800.00    0.00    0.00    0.00  800.00     4      0.00      0.00 14478632 14419800  44.30     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:04:13 AM  1001     22079  800.00    0.00    0.00    0.00  800.00     4      0.00      0.00 14478632 14419800  44.30     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:04:14 AM  1001     22079  799.00    0.00    0.00    0.00  799.00     4      0.00      0.00 14478632 14419800  44.30     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:04:15 AM  1001     22079  800.00    0.00    0.00    0.00  800.00     4      0.00      0.00 14478632 14419800  44.30     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:04:16 AM  1001     22079  800.00    0.00    0.00    0.00  800.00     4      0.00      0.00 14478632 14419800  44.30     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:04:17 AM  1001     22079  799.00    0.00    0.00    0.00  799.00     4      0.00      0.00 14478632 14419800  44.30     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:04:18 AM  1001     22079  800.00    0.00    0.00    0.00  800.00     4      0.00      0.00 14478632 14419800  44.30     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:04:19 AM  1001     22079  800.00    0.00    0.00    1.00  800.00     4      0.00      0.00 14478632 14419800  44.30     -1.00     -1.00     -1.00       0  vaultx

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:04:20 AM  1001     22079  799.00    0.00    0.00    0.00  799.00     4      0.00      0.00 14478632 14419800  44.30     -1.00     -1.00     -1.00       0  vaultx

