k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
27,16,1,1.0,512,1,99.99,129.67,36.843452,0.61,2818.89,3.64
28,16,1,2.0,1024,1,100.00,133.21,67.109213,1.12,4354.88,4.00
29,16,1,4.0,1024,1,99.99,106.30,134.014285,2.23,7426.91,4.01
30,16,1,8.0,1024,1,99.99,131.31,250.055505,4.17,13570.95,4.29
31,16,1,16.0,1024,1,99.99,137.04,489.271845,8.15,25858.96,4.39
32,16,1,32.0,1024,1,99.94,144.59,971.302499,16.19,50435.02,4.42
