varying_threads,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
1,29,32,1,4.0,1024,1,99.99,406.10,62.367457,1.04,7426.96,8.61
2,29,32,2,4.0,1024,1,99.99,425.67,61.155286,1.02,7427.10,8.78
4,29,32,4,4.0,1024,1,99.99,444.54,60.773116,1.01,7427.14,8.83
8,29,32,8,4.0,1024,1,99.99,446.61,61.073157,1.02,7427.07,8.79
