varying_threads,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
1,29,32,1,4.0,1024,1,99.99,354.93,63.498007,1.06,7427.01,8.45
2,29,32,2,4.0,1024,1,99.99,331.26,64.846162,1.08,7426.95,8.28
4,29,32,4,4.0,1024,1,99.99,310.42,64.501241,1.08,7427.17,8.32
8,29,32,8,4.0,1024,1,99.99,353.76,62.512531,1.04,7426.97,8.59
