k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
27,32,1,1.0,128,1,373.14,211.04,45.008279,0.75,1410.94,2.98
28,32,1,2.0,256,1,385.23,217.20,75.345393,1.26,1571.10,3.56
29,32,1,4.0,512,1,386.24,220.97,137.267106,2.29,2339.09,3.91
30,32,1,8.0,1024,1,391.05,352.14,207.463503,3.46,4099.09,5.18
31,32,1,16.0,1024,1,392.41,403.90,381.524138,6.36,8195.23,5.63
32,32,1,32.0,1024,1,390.98,397.03,771.845308,12.86,16387.41,5.56
