k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
27,32,1,1.0,512,1,99.99,139.08,24.920142,0.42,2819.18,5.39
28,32,1,2.0,1024,1,100.00,142.01,44.039917,0.73,4355.08,6.10
29,32,1,4.0,1024,1,99.99,105.64,92.871054,1.55,7427.10,5.78
30,32,1,8.0,1024,1,99.99,144.35,162.088571,2.70,13571.20,6.62
31,32,1,16.0,1024,1,99.99,162.39,303.841918,5.06,25859.12,7.07
32,32,1,32.0,1024,1,99.94,67.59,889.503582,14.83,50435.34,4.83
