varying_threads,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
1,29,1,1,4.0,1024,1,199.16,621.67,908.055509,15.13,4034.47,0.59
2,29,2,1,4.0,1024,1,199.16,612.07,470.418963,7.84,4034.49,1.14
4,29,4,1,4.0,1024,1,199.16,597.10,294.797202,4.91,4034.53,1.82
8,29,8,1,4.0,1024,1,199.16,571.15,200.095087,3.33,4034.59,2.68
16,29,16,1,4.0,1024,1,199.16,549.96,129.714634,2.16,4034.85,4.14
32,29,32,1,4.0,1024,1,199.16,578.51,89.570355,1.49,4035.02,5.99
64,29,64,1,4.0,1024,1,199.16,537.50,70.018959,1.17,4035.59,7.67
96,29,96,1,4.0,1024,1,199.16,546.50,67.205163,1.12,4036.04,7.99
128,29,128,1,4.0,1024,1,199.16,480.97,69.033891,1.15,4036.68,7.78
