k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
27,32,1,1.0,128,1,373.14,196.50,44.920080,0.75,1410.88,2.99
28,32,1,2.0,256,1,385.21,204.33,78.627675,1.31,1571.09,3.41
29,32,1,4.0,512,1,386.25,197.93,145.641784,2.43,2339.08,3.69
30,32,1,8.0,1024,1,391.05,279.27,230.521860,3.84,4099.28,4.66
31,32,1,16.0,1024,1,392.40,311.30,432.383004,7.21,8195.30,4.97
32,32,1,32.0,1024,1,390.98,344.23,826.865835,13.78,16387.37,5.19
