varying_threads,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
1,29,1,1,4.0,512,1,386.24,362.79,889.059776,14.82,2338.68,0.60
2,29,2,1,4.0,512,1,386.24,369.48,459.901484,7.67,2338.54,1.17
4,29,4,1,4.0,512,1,386.24,342.33,302.567934,5.04,2338.71,1.77
8,29,8,1,4.0,512,1,386.24,328.48,218.149711,3.64,2338.71,2.46
16,29,16,1,4.0,512,1,386.24,309.09,149.882847,2.50,2338.84,3.58
32,29,32,1,4.0,512,1,386.23,268.13,123.837957,2.06,2339.07,4.34
64,29,64,1,4.0,512,1,386.24,252.14,106.448891,1.77,2339.49,5.04
96,29,96,1,4.0,512,1,386.24,242.11,104.307931,1.74,2340.21,5.15
128,29,128,1,4.0,512,1,386.23,234.03,104.334249,1.74,2340.57,5.15
