varying_threads,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
1,32,1,1,32.0,1024,1,99.94,429.02,7352.272042,122.54,50434.48,0.58
2,32,2,1,32.0,1024,1,99.94,494.07,3897.749572,64.96,50434.71,1.10
4,32,4,1,32.0,1024,1,99.94,500.46,2263.328547,37.72,50434.59,1.90
8,32,8,1,32.0,1024,1,99.94,517.52,1469.742193,24.50,50434.72,2.92
16,32,16,1,32.0,1024,1,99.94,475.63,825.819639,13.76,50435.03,5.20
32,32,32,1,32.0,1024,1,99.94,553.62,468.680344,7.81,50435.34,9.16
64,32,64,1,32.0,1024,1,99.94,489.03,280.291102,4.67,50436.01,15.32
96,32,96,1,32.0,1024,1,99.94,488.80,233.687126,3.89,50436.75,18.38
128,32,128,1,32.0,1024,1,99.94,483.28,227.149793,3.79,50437.74,18.91
