k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
27,16,1,1.0,128,1,373.14,500.00,43.032786,0.72,1410.84,3.12
28,16,1,2.0,256,1,385.22,581.56,69.272905,1.15,1570.74,3.88
29,16,1,4.0,512,1,386.24,608.35,121.961882,2.03,2338.81,4.40
30,16,1,8.0,1024,1,391.05,669.31,224.526508,3.74,4098.89,4.78
31,16,1,16.0,1024,1,392.41,714.14,451.064907,7.52,8194.91,4.76
32,16,1,32.0,1024,1,390.99,694.13,899.592289,14.99,16387.00,4.77
