k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
27,32,1,1.0,512,1,99.99,133.62,25.149042,0.42,2819.05,5.34
28,32,1,2.0,1024,1,100.00,136.54,44.887318,0.75,4354.96,5.98
29,32,1,4.0,1024,1,99.99,120.91,87.239097,1.45,7427.16,6.15
30,32,1,8.0,1024,1,99.99,124.94,170.808188,2.85,13571.18,6.29
31,32,1,16.0,1024,1,99.99,142.50,318.130342,5.30,25859.20,6.75
32,32,1,32.0,1024,1,99.94,150.38,622.779777,10.38,50435.34,6.90
