varying_threads,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
1,32,1,1,32.0,1024,1,99.94,146.63,7416.050297,123.60,50434.28,0.58
2,32,2,1,32.0,1024,1,99.94,142.53,4147.683620,69.13,50434.53,1.04
4,32,4,1,32.0,1024,1,99.94,145.05,2503.825066,41.73,50434.74,1.72
8,32,8,1,32.0,1024,1,99.94,130.98,1590.904610,26.52,50434.82,2.70
16,32,16,1,32.0,1024,1,99.94,94.06,1095.493419,18.26,50435.00,3.92
32,32,32,1,32.0,1024,1,99.94,143.78,631.536638,10.53,50435.24,6.80
64,32,64,1,32.0,1024,1,99.94,141.78,446.693788,7.44,50436.07,9.62
96,32,96,1,32.0,1024,1,99.94,143.49,397.471003,6.62,50436.86,10.81
128,32,128,1,32.0,1024,1,99.94,149.88,378.459641,6.31,50437.63,11.35
