varying_threads,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
1,29,1,1,4.0,1024,1,99.99,495.74,922.230720,15.37,7426.32,0.58
2,29,2,1,4.0,1024,1,99.99,443.56,463.721937,7.73,7426.58,1.16
4,29,4,1,4.0,1024,1,99.99,484.00,275.073818,4.58,7426.51,1.95
8,29,8,1,4.0,1024,1,99.99,406.53,183.715536,3.06,7426.57,2.92
16,29,16,1,4.0,1024,1,99.99,454.27,101.135982,1.69,7426.84,5.31
32,29,32,1,4.0,1024,1,99.99,464.96,60.147285,1.00,7427.02,8.93
64,29,64,1,4.0,1024,1,99.99,440.76,38.804224,0.65,7427.60,13.84
96,29,96,1,4.0,1024,1,99.99,453.94,34.464940,0.57,7428.14,15.58
128,29,128,1,4.0,1024,1,99.99,383.68,33.138446,0.55,7428.61,16.20
