k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
27,96,1,1.0,128,1,373.16,513.19,21.018711,0.35,1368.00,6.39
28,96,1,2.0,256,1,385.21,586.59,32.496569,0.54,2016.41,8.26
29,96,1,4.0,512,1,386.24,638.36,51.881539,0.86,2302.12,10.35
30,96,1,8.0,1024,1,391.05,647.87,97.279744,1.62,4063.92,11.04
31,96,1,16.0,1024,1,392.40,707.25,176.078593,2.93,6908.16,12.20
32,96,1,32.0,1024,1,390.99,759.42,331.844004,5.53,13058.70,12.94
