memory_gb,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
2,32,96,1,32.0,128,1,6896.41,542.32,543.183401,9.05,1362.75,7.91
3,32,96,1,32.0,512,1,2552.38,920.48,329.573578,5.49,2164.14,13.03
5,32,96,1,32.0,1024,1,1412.99,1132.55,281.843378,4.70,4065.30,15.24
8,32,96,1,32.0,1024,1,753.44,1209.08,268.205188,4.47,6831.81,16.01
14,32,96,1,32.0,1024,1,390.99,1279.97,264.589751,4.41,13058.75,16.23
26,32,96,1,32.0,1024,1,198.90,1137.08,285.337902,4.76,25504.88,15.05
50,32,96,1,32.0,1024,1,99.94,915.02,143.373043,2.39,50401.50,29.96
