memory_gb,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
2,32,96,1,32.0,128,1,6896.80,421.76,596.473597,9.94,1361.25,7.20
3,32,96,1,32.0,512,1,2552.37,488.64,449.986256,7.50,2167.15,9.54
5,32,96,1,32.0,1024,1,1412.99,445.72,461.315634,7.69,4061.47,9.31
8,32,96,1,32.0,1024,1,753.45,382.96,503.567567,8.39,6834.46,8.53
14,32,96,1,32.0,1024,1,390.99,439.31,456.470626,7.61,13059.23,9.41
26,32,96,1,32.0,1024,1,198.90,668.54,365.994057,6.10,25507.55,11.74
50,32,96,1,32.0,1024,1,99.94,232.20,248.764963,4.15,50403.00,17.27
