varying_threads,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
1,32,1,1,32.0,1024,1,99.94,557.41,5634.876522,93.91,50433.75,0.76
2,32,2,1,32.0,1024,1,99.94,529.03,2958.839809,49.31,50433.00,1.45
4,32,4,1,32.0,1024,1,99.94,473.03,1799.724719,30.00,50428.50,2.39
8,32,8,1,32.0,1024,1,99.94,537.08,878.472016,14.64,50427.75,4.89
16,32,16,1,32.0,1024,1,99.94,547.97,468.440888,7.81,50420.25,9.17
32,32,32,1,32.0,1024,1,99.94,549.54,279.587183,4.66,50412.00,15.36
64,32,64,1,32.0,1024,1,99.94,510.38,205.443808,3.42,50400.75,20.91
96,32,96,1,32.0,1024,1,99.94,507.09,172.602243,2.88,50404.50,24.88
