memory_gb,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
2,32,8,1,32.0,128,1,6896.83,244.04,1930.460318,32.17,1409.63,2.22
2.5,32,8,1,32.0,256,1,4367.68,295.60,1869.449253,31.16,2049.43,2.30
3,32,8,1,32.0,512,1,2552.40,315.29,1903.571485,31.73,2197.88,2.26
5,32,8,1,32.0,1024,1,1413.00,300.34,2055.628410,34.26,4097.64,2.09
8,32,8,1,32.0,1024,1,753.46,309.63,2129.462259,35.49,6865.71,2.02
14,32,8,1,32.0,1024,1,390.99,279.49,2327.448406,38.79,13089.76,1.85
26,32,8,1,32.0,1024,1,198.90,265.98,2307.977897,38.47,25537.71,1.86
30,32,8,1,32.0,1024,1,198.90,267.57,2178.263619,36.30,25537.62,1.97
