memory_gb,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
2,32,8,1,32.0,128,1,6896.64,347.48,1761.636947,29.36,1409.79,2.44
2.5,32,8,1,32.0,256,1,4367.60,425.06,1718.219990,28.64,2049.48,2.50
3,32,8,1,32.0,512,1,2552.31,444.75,1748.369997,29.14,2197.80,2.46
5,32,8,1,32.0,1024,1,1412.96,471.46,1953.627862,32.56,4097.69,2.20
8,32,8,1,32.0,1024,1,753.46,505.57,1974.616784,32.91,6865.83,2.18
14,32,8,1,32.0,1024,1,390.98,493.96,2033.095934,33.88,13089.88,2.11
26,32,8,1,32.0,1024,1,198.90,492.17,2033.370943,33.89,25537.63,2.11
30,32,8,1,32.0,1024,1,198.90,494.02,2056.627856,34.28,25537.57,2.09
