varying_threads,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
1,32,1,1,32.0,1024,1,198.90,243.06,8820.395096,147.01,25537.50,0.49
2,32,2,1,32.0,1024,1,198.90,244.05,4723.502103,78.73,25537.43,0.91
4,32,4,1,32.0,1024,1,198.90,240.28,2700.958558,45.02,25537.58,1.59
8,32,8,1,32.0,1024,1,198.90,245.56,2343.868624,39.06,25537.41,1.83
