memory_gb,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
2,32,8,1,32.0,128,1,6896.60,164.75,2218.136338,36.97,1409.53,1.94
2.5,32,8,1,32.0,256,1,4367.51,146.80,2341.272138,39.02,2049.81,1.83
3,32,8,1,32.0,512,1,2552.27,156.78,2393.394588,39.89,2197.81,1.79
5,32,8,1,32.0,1024,1,1412.96,160.65,2481.383311,41.36,4097.69,1.73
8,32,8,1,32.0,1024,1,753.44,162.34,2595.679464,43.26,6865.87,1.65
14,32,8,1,32.0,1024,1,390.99,130.85,2820.396355,47.01,13089.77,1.52
26,32,8,1,32.0,1024,1,198.90,119.29,2839.529673,47.33,25537.55,1.51
30,32,8,1,32.0,1024,1,198.90,119.09,2903.073900,48.38,25537.37,1.48
