k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
27,16,1,1.0,512,1,99.99,455.34,24.660149,0.41,2818.83,5.44
28,16,1,2.0,1024,1,100.00,412.02,43.360199,0.72,4354.72,6.19
29,16,1,4.0,1024,1,99.99,431.87,75.987008,1.27,7426.84,7.07
30,16,1,8.0,1024,1,99.99,500.02,144.701411,2.41,13570.79,7.42
31,16,1,16.0,1024,1,99.99,589.56,278.003436,4.63,25858.95,7.72
32,16,1,32.0,1024,1,99.94,746.36,550.405599,9.17,50434.82,7.80
