k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
27,16,1,1.0,128,1,373.15,716.00,36.723850,0.61,1410.63,3.65
28,16,1,2.0,256,1,385.22,816.45,57.454521,0.96,1570.72,4.67
29,16,1,4.0,512,1,386.24,879.36,97.069395,1.62,2338.91,5.53
30,16,1,8.0,1024,1,391.05,922.38,177.388953,2.96,4098.98,6.05
31,16,1,16.0,1024,1,392.40,973.66,336.172668,5.60,8194.97,6.39
32,16,1,32.0,1024,1,390.98,1068.58,640.718859,10.68,16386.97,6.70
