memory_gb,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
2,32,16,1,32.0,128,1,6896.45,475.96,923.579918,15.39,16387.02,4.65
4,32,16,1,32.0,512,1,2552.32,804.49,690.634936,11.51,16386.82,6.22
8,32,16,1,32.0,1024,1,753.46,1063.86,636.114737,10.60,16386.84,6.75
16,32,16,1,32.0,1024,1,390.99,1025.56,649.909426,10.83,16386.91,6.61
24,32,16,1,32.0,1024,1,390.99,968.65,668.014422,11.13,16387.03,6.43
32,32,16,1,32.0,1024,1,198.90,1007.71,672.200609,11.20,25538.84,6.39
